Follower_ID,Run_Index,T,a,b,v0,so,delta,Error,MSE,RMSE,MAE,MAPE,NRMSE,SSE,R-squared,Total Difference,Duration,source
291,28,0.2900546569481814,0.6787638924626214,1.9545350247525093,29.07709189351034,2.923314775518864,3.707486239128421,233.6097425947345,1.3567663917287078,1.164803155785864,1.1231237624746853,0.3910652015738449,0.0354975682202477,282.20740947957125,0.9582333014099276,233.6097425947345,20.700000000000003,I294l2
218,35,1.1025836603128107,0.8164582143630761,2.3355512133916414,32.235199149149985,2.069072724756192,3.902698280630417,42.09825216543883,0.0711647895312885,0.2667672947182404,0.2338791786968823,0.1587143198683915,0.0223491712384811,12.809662115631935,0.9796862448349644,42.09825216543883,17.900000000000002,I294l2
211,41,0.7491183108845788,0.7668785750651705,2.9610437451275957,30.769383764785346,4.247137700299682,4.09459871547823,83.6249902954118,0.4212620546196622,0.6490470357529278,0.4645832794189545,0.2037033784014164,0.0367467596166187,75.82716983153921,0.8836021052932183,83.6249902954118,17.9,I294l2
462,5,0.3967585109891753,0.2581290200124379,2.9169435609934538,30.403312899741632,3.323104471973235,4.035983289746925,487.7343168866659,5.5459676095136885,2.354987815151851,1.982659824742544,0.5040872809677794,0.0480635145785553,1364.3080319403673,0.8994937824781207,487.7343168866659,24.5,I294l2
72,38,1.4782117725188435,0.7447746955240808,0.464330239874675,33.28238505092622,2.553653108236842,3.714425614072256,98.12169345687788,0.2934698972767084,0.5417286195842974,0.438043274361062,0.3341648901942107,0.0242017562809534,65.7372569899827,0.9694607680408248,98.12169345687788,22.3,I294l2
694,1,2.104804189,0.545857515,0.021761003,31.56189316,5.345667482,3.984930398,1347.278517,13.35172117,3.654000708,2.431910681,3.045990138,0.031316932,7396.853529,0.969591184,1347.278517,55.3,I395
5741,1,1.913475041,0.782127863,3.007098212,31.11508405,5.368036026,4.300849855,2135.884271,15.50199569,3.937257382,3.682559088,1.868092166,0.020243827,8991.1575,0.987722593,2135.884271,57.9,I395
3758,1,1.265260628,2.752128447,0.542242079,13.4441664,3.336622229,3.779428804,667.5889506,7.873370048,2.80595261,2.255368076,2.462963359,0.026234468,2330.517534,0.978900178,667.5889506,29.5,I395
10182,1,1.661775302,1.031354833,1.631380265,27.26069994,3.264713945,4.362519455,125.0835902,1.975472723,1.405515109,1.359604241,1.203430877,0.039294783,181.7434905,0.935864528,125.0835902,9.1,I395
1416,1,2.522286201,1.705194497,0.168166477,7.267271502,4.437064444,4.005453326,192.6819565,0.532300249,0.729589096,0.752663893,1.661835016,0.024500654,136.2688638,0.983177209,192.6819565,25.5,I395
7299,1,3.191747834,0.7783011,0.013423566,29.77557329,5.162764871,4.204539374,612.4071779,3.112877454,1.764334847,1.297472834,1.346987535,0.021178602,1469.278158,0.990129487,612.4071779,47.1,I395
8692,1,0.710882993,2.952657111,0.950812041,28.25888583,2.621034404,3.787324492,932.5731268,9.029925584,3.004983458,2.843210752,2.44639473,0.018126288,2961.815592,0.994562283,932.5731268,32.7,I395
1779,1,1.557811147,1.754096311,2.166239981,20.86333104,3.044643908,4.280714549,614.774546,6.63823016,2.576476307,2.195623378,2.307935212,0.015524179,1858.704445,0.997391056,614.774546,27.9,I395
4715,1,1.386319167,1.357125524,3.29798805,22.37625127,3.676555951,4.505319748,955.9689603,9.983801797,3.159715461,2.407982268,1.610650833,0.018313187,3963.569313,0.990053616,955.9689603,39.6,I395
4261,1,2.345342211,2.362589309,1.56773153,8.574370172,5.285013102,4.007215658,241.389941,0.74374177,0.862404644,0.804633137,1.03553778,0.064320959,223.122531,0.87099541,241.389941,29.9,I395
3330,1,3.263855635,2.770595032,0.799113966,12.66182666,5.699740101,4.241138674,1091.751021,5.915770319,2.432235663,2.201110929,1.92700928,0.021480794,2934.222078,0.987118627,1091.751021,49.5,I395
8885,1,2.488828454,0.925744816,0.541193069,34.76814621,1.319563533,4.069598168,577.9565811,11.21659982,3.349119261,1.959174851,1.372003266,0.058758031,3308.896947,0.834036529,577.9565811,29.4,I395
9409,1,2.596432931,2.706206781,1.486296243,18.81896409,4.8718547,4.170215069,106.1198185,0.667391124,0.816940098,0.742096633,0.893297277,0.032676157,95.43693072,0.913360622,106.1198185,14.2,I395
2817,1,2.193917497,2.41437587,0.010843505,31.7273225,5.310542625,4.018089249,413.8046663,1.785265487,1.336138274,1.178930673,1.228960643,0.020697156,626.628186,0.989449529,413.8046663,35.0,I395
6398,1,2.947920955,0.25215412,0.056330485,9.803738214,4.903562902,3.548548854,560.823448,4.212260763,2.052379293,1.888294438,2.48137083,0.023549405,1251.041447,0.992491927,560.823448,29.6,I395
10150,1,3.20508222,0.413838124,1.119849009,25.94447246,2.436856557,4.080352567,196.697921,1.987790735,1.409890327,1.338081095,1.090696268,0.038557014,292.205238,0.905317586,196.697921,14.6,I395
5385,1,2.490862061,0.338807088,2.419929812,17.24595167,4.769055107,3.94485418,186.4985293,0.877048842,0.936508859,0.783607266,0.877584276,0.014186653,208.7376244,0.997095853,186.4985293,23.7,I395
9505,1,2.333269223,3.44678164,2.63124553,28.3355388,1.420681148,3.507565664,55.76775585,1.921121348,1.386045219,1.429942458,1.529265716,0.065678967,74.92373257,0.82682647,55.76775585,3.8,I395
8171,1,2.21847001,1.675331053,0.128131017,28.99566842,5.192955588,4.173353728,232.6752161,1.085256246,1.041756328,0.816404267,1.084069137,0.012175451,309.2980302,0.997170145,232.6752161,28.4,I395
5366,1,2.4071789931490573,3.0964194522703283,0.6169576338862064,33.42811646463369,4.714710456169442,3.715384450864721,2645.491601811412,6.569463349217994,2.563096437752196,2.4793735724568053,inf,0.0553749691102969,7009.617393615599,0.8451805459804866,2645.491601811412,106.60000000000002,I9094
286,3,2.254470084342626,2.6490722544501297,2.7607112657243644,6.288929845450441,2.3193491953151217,3.4766065410547906,6844.437789963442,451.6220930095381,21.25140214220083,12.558601449474205,19.99489116338951,0.1560929263298517,246134.04069019828,0.6947002252079897,6844.437789963442,54.39999999999999,I9094
195,2,2.8219543193776064,2.539400912655507,2.523435804085741,9.037660321035824,5.174580802914477,3.579578587063943,1288.5029535398369,2.596388755849498,1.6113313612815638,1.4708937825797226,9.565495582208763,0.06758496353008,2274.43655012416,0.8299935641656567,1288.5029535398369,87.50000000000003,I9094
