Follower_ID,Run_Index,Tmax,Alpha,Beta,Wc,Gamma1,Gamma2,Wm,Error,MSE,RMSE,MAE,MAPE,NRMSE,SSE,R-squared,Total Difference,Duration,source,Gamma
19.0,8.0,3.268415911058131,0.2426155697121039,7.104945341455834,99816.75521819488,0.1178165850437085,0.6917363088628898,2.908915911686889,41479.47121994901,259.97487984753525,16.12373653492066,13.101538603900508,inf,0.0188555595388965,823080.4695972967,0.9889172538912424,41479.47121994901,316.5,I294l1,0.4047764469532992
1008.0,8.0,4.498052687444909,0.2496824187647423,2.431013820921312,64728.8062677444,0.3617174792423935,0.2042223989021769,5.301313134038727,24206.91693075023,441.98792652405,21.02350890132401,15.0915940964777,inf,0.0614693563778888,708948.6341445761,0.9256202636972232,24206.91693075023,160.3,I294l1,0.2829699390722852
972.0,8.0,2.330657677781508,0.3658942870030717,6.213640382220808,106657.80009252492,0.7103847662117881,0.9046420580185636,5.483248070683652,11446.45805574812,162.08094157621773,12.731101349695466,9.186563447630911,8.017317269704481,0.0482146512741469,201952.85320396727,0.9164059505323195,11446.45805574812,124.5,I294l1,0.8075134121151759
45.0,9.0,6.71057044287615,0.5493524953793496,7.818671690184444,106092.17885709688,1.995202282668779,1.4978188306692612,4.500314628983237,793.4741799436783,6.09189739370045,2.468176937275861,2.013893857725072,1.001348058308297,0.0595546779403784,2400.207573117977,0.875205931515539,793.4741799436783,39.3,I294l1,1.74651055666902
2442.0,8.0,1.9265799747451693,0.2499120710626065,5.0602982820085245,100263.96472914482,0.4328101891095242,0.5023809612516824,2.243878848302106,4447.852573099438,16.06699567773888,4.008365711576088,3.2277594870097523,inf,0.026130494033758,22140.320043924177,0.9774079507582888,4447.852573099438,137.7,I294l1,0.4675955751806033
2442.0,8.0,1.9265799747451693,0.2499120710626065,5.0602982820085245,100263.96472914482,0.4328101891095242,0.5023809612516824,2.243878848302106,4447.852573099438,16.06699567773888,4.008365711576088,3.2277594870097523,inf,0.026130494033758,22140.320043924177,0.9774079507582888,4447.852573099438,137.7,I294l1,0.4675955751806033
613.0,20.0,5.098560098931532,0.2810876791327684,5.504191642117715,66457.33936244651,1.922309379235135,1.7822411604655333,4.198080652103756,2537.7364655083293,23.385730197022017,4.835879464691197,3.9223129296882986,0.9392366080676696,0.0330824879889018,15130.567437473244,0.9381015912215404,2537.7364655083293,64.60000000000001,I294l1,1.8522752698503342
61.0,8.0,2.169928711386119,0.2613448463111787,7.959647128175284,102798.75695680927,0.4005481805263355,0.8146166824433517,6.036933969603557,6173.195876793851,24.613137984422583,4.961162966928479,4.013781454352309,inf,0.0262330651219049,37855.006220041934,0.9601913247848144,6173.195876793851,153.7,I294l1,0.6075824314848436
38.0,11.0,1.923039215894932,0.2759149282145061,4.21161494789071,98327.74030622547,0.2254321477162263,0.6014644310796755,6.873703358925656,12105.076155518182,177.30471025512983,13.315581483928137,11.146478964565544,3.5064874714180907,0.0363277388670104,192552.915337071,0.9454250231866856,12105.076155518182,108.5,I294l1,0.4134482893979509
540.0,8.0,2.7244523291723186,0.282725414213295,2.138160504211647,68991.45708929437,0.5883273869183004,0.5389105511922548,4.580955248179367,7539.554932818785,35.71614364612642,5.976298490380682,4.999704862611927,inf,0.0207550072067262,53859.94461835864,0.9792813298721752,7539.554932818785,150.70000000000002,I294l1,0.5636189690552776
