Follower_ID,Run_Index,Tmax,Alpha,Beta,Wc,Gamma1,Gamma2,Wm,Error,MSE,RMSE,MAE,MAPE,NRMSE,SSE,R-squared,Total Difference,Duration,source,Gamma
3330,1,2.134773412,0.45367004,5.849565115,106825.0691,0.326536225,0.624070892,3.147279922,1043.559596,10.50097106,3.240520184,2.103950798,2.426312025,0.029038509,5208.481646,0.976246326,1043.559596,49.5,I395,0.4753035585
8885,1,2.848968447,0.191765184,7.835529831,94011.23853,1.753770409,1.531251038,5.216014144,856.2569426,9.397715772,3.065569404,2.902565907,1.354055087,0.041725993,2772.326153,0.921105526,856.2569426,29.4,I395,1.6425107235
9409,1,4.184677864,0.494035414,6.732033184,79733.72736,1.988432352,1.466682793,3.592570227,70.47011626,0.35796642,0.59830295,0.492798016,0.752294592,0.028913362,51.18919804,0.92975195,70.47011626,14.2,I395,1.7275575724999999
2817,1,4.87838057,0.417801218,5.376402249,105233.4257,1.754891392,1.718423117,2.865197303,818.6632405,7.816366754,2.795776592,2.332373905,1.806421832,0.029683019,2743.544731,0.981222681,818.6632405,35.0,I395,1.7366572544999999
6398,1,2.238442913,0.538792492,7.530274431,114593.0977,0.185545056,0.732709211,4.308323482,2906.172069,176.7119501,13.29330471,9.785091142,8.874410021,0.13806913,52483.44918,0.754830383,2906.172069,29.6,I395,0.4591271335
10150,1,4.816898005,0.352399215,7.785429563,73802.4017,1.750939392,1.725086307,4.282814932,218.8090842,2.222807934,1.490908426,1.488497171,1.208315592,0.04303768,326.7527663,0.880684703,218.8090842,14.6,I395,1.7380128495
5385,1,2.175998613,0.487503269,3.37950882,96274.69993,2.234303655,1.971538632,6.547566351,127.7005348,0.319898066,0.56559532,0.536556869,0.723501203,0.011591995,76.13573972,0.997856773,127.7005348,23.7,I395,2.1029211435
9505,1,5.18503604,0.114960677,6.649604087,123019.8926,0.457676156,0.337057464,4.094434266,129.8157863,10.81438871,3.28852379,3.328609905,1.976304228,0.085652978,421.7611599,0.800442732,129.8157863,3.8,I395,0.39736680999999996
8171,1,2.865197887,0.647812114,2.408916402,116240.9837,1.440940776,1.865369728,3.448735778,1736.149343,40.20454982,6.340705782,6.09175208,3.055830856,0.03981185,11458.2967,0.978062589,1736.149343,28.4,I395,1.653155252
5366,1,1.550611235228717,0.2052461378173437,6.82427309893456,121400.7674219758,0.1871203873548432,0.312351526267555,6.076954615260151,5190.269072892776,23.309311364380303,4.827971765076957,4.864357144229405,inf,0.0688366173843529,24871.03522579379,0.7848241863363401,5190.269072892776,106.60000000000002,I9094,0.24973595681119912
286,3,3.086957329391082,0.1002989892467869,7.198892500388695,82654.84920736795,1.1536595737931692,1.815543600779039,4.5913283700192284,4349.716402084142,148.0670097256584,12.168278831686033,7.981131012998425,18.36652818247253,0.1223302265351025,80696.52030048384,0.7621280330894552,4349.716402084142,54.39999999999999,I9094,1.4846015872861043
195,2,3.1276139501412565,0.1784251108787548,8.126059830822893,102741.20194604664,0.5022498058531353,0.6406437080454791,1.9086660390999683,5628.680064361453,45.62318749322811,6.754493873950002,6.425433863426317,16.05306822443439,0.1189114696243056,39965.91224406782,0.5856498634197511,5628.680064361453,87.50000000000003,I9094,0.5714467569493071
