Follower_ID,Run_Index,T,a,b,v0,so,delta,Error,MSE,RMSE,MAE,MAPE,NRMSE,SSE,R-squared,Total Difference,Duration,source
101.0,8.0,3.2331837996576995,0.2225077352837717,0.7407898881050753,30.23922768411074,5.5632597066999,4.3320026104331335,23705.397138380107,85.55915898931752,9.249819403064988,8.294400678229568,inf,0.0159075288303151,244528.07639146948,0.9917276590389812,23705.397138380107,285.7,I294l1
24.0,1.0,1.4332268622206414,1.7193006676398397,1.1146271012927855,31.49735004570736,1.2920569239937618,4.025032474564761,9318.65293912034,51.23009876679973,7.157520434256526,5.784390402930068,0.8635691580463829,0.0397202553971061,82531.68911331437,0.8975525597440189,9318.65293912034,161.0,I294l1
21.0,11.0,1.718695735003059,1.7562206770128002,2.057797028910932,33.53924371262173,5.002934444009077,3.737380556240841,4678.032307528224,23.341234171115,4.8312766605851705,3.727515782891016,0.999225959343938,0.0138913294942205,29293.24888474932,0.994844072173108,4678.032307528224,125.4,I294l1
374.0,9.0,1.885520975310757,2.3999633798729723,2.560725144673945,26.689085055536,3.143991050296002,4.12341998869166,1465.2670854880243,18.4843459225128,4.299342498861053,3.700169407798042,1.1000864474822638,0.0432769362528056,7319.80098531507,0.8847451045796597,1465.2670854880243,39.5,I294l1
539.0,8.0,3.3010586207376185,0.9410802061953898,2.269034299055557,18.87903877207733,5.763395361908948,4.326920045545075,14139.250141989176,158.64713708653974,12.595520516697183,10.404157573207636,inf,0.0354008881303236,215601.45930060756,0.983058321125347,14139.250141989176,135.79999999999998,I294l1
539.0,8.0,3.3010586207376185,0.9410802061953898,2.269034299055557,18.87903877207733,5.763395361908948,4.326920045545075,14139.250141989176,158.64713708653974,12.595520516697183,10.404157573207636,inf,0.0354008881303236,215601.45930060756,0.983058321125347,14139.250141989176,135.79999999999998,I294l1
1485.0,8.0,2.049729908012921,0.0480345563062292,2.783297406440442,26.22049255249952,4.913488936347022,3.954027084235828,1474.91565805482,5.9454664618539805,2.438332721728924,2.2796223462980216,inf,0.0556870049659439,3846.716800819526,0.8791045410586374,1474.91565805482,64.6,I294l1
24.0,1.0,1.4332268622206414,1.7193006676398397,1.1146271012927855,31.49735004570736,1.2920569239937618,4.025032474564761,9318.65293912034,51.23009876679973,7.157520434256526,5.784390402930068,0.8635691580463829,0.0397202553971061,82531.68911331437,0.8975525597440189,9318.65293912034,161.0,I294l1
2848.0,8.0,2.87063391845524,0.0463191378813695,0.2162556068063595,16.808334884580496,2.5244273691785297,3.845590950559151,10950.985937804924,169.6825016983873,13.026223616167016,9.856873031327565,inf,0.0269942564717806,188517.2593869083,0.9900716981913896,10950.985937804924,111.0,I294l1
12.0,11.0,1.9251561377616928,2.880760455801504,0.1553835994938183,34.490190473929154,1.311296605579455,4.3646539186533095,9002.706158559457,49.0055585101985,7.000397025183536,6.191682364896462,0.7194775731311472,0.0207059858927886,71254.08207382861,0.9544883813116508,9002.706158559457,145.3,I294l1
946.0,18.0,2.7239485273406707,1.962551681842828,1.4308128608342898,12.9583351651852,4.98855676759802,4.494407509659436,6221.466796621037,99.20461516463834,9.960151362536532,9.271932632818238,2.368527876234784,0.0664014806354333,66566.29677547232,0.8411140244869036,6221.466796621037,67.0,I294l1
1919.0,8.0,3.1768925411261013,0.3796477412178095,1.8952401367954568,4.770037456645731,4.29367807529275,3.278918199649029,12779.230439792804,144.62521707280308,12.026022495937845,10.9411219518774,inf,0.0450924924998459,168922.253541034,0.9485486145761902,12779.230439792804,116.70000000000002,I294l1
1620.0,8.0,2.5258785081801687,0.1592193713873827,2.287777815395852,7.565659494386214,2.879240173179145,4.163085150032575,14293.852421111087,165.16242607027675,12.85155344969147,10.41825978215094,inf,0.0418574908859186,226602.8485684197,0.959629477552456,14293.852421111087,137.10000000000002,I294l1
12.0,11.0,1.9251561377616928,2.880760455801504,0.1553835994938183,34.490190473929154,1.311296605579455,4.3646539186533095,9002.706158559457,49.0055585101985,7.000397025183536,6.191682364896462,0.7194775731311472,0.0207059858927886,71254.08207382861,0.9544883813116508,9002.706158559457,145.3,I294l1
55.0,3.0,1.1654798140090417,0.4396483184632206,1.801521780029137,33.254265863707744,2.4990073692472983,4.013354365735909,2569.9345962751595,35.217448307618845,5.934429063323518,5.029226215802661,0.8606447685847216,0.0383075100261456,17996.11608519323,0.9514314320068932,2569.9345962751595,51.0,I294l1
101.0,8.0,3.2331837996576995,0.2225077352837717,0.7407898881050753,30.23922768411074,5.5632597066999,4.3320026104331335,23705.397138380107,85.55915898931752,9.249819403064988,8.294400678229568,inf,0.0159075288303151,244528.07639146948,0.9917276590389812,23705.397138380107,285.7,I294l1
44.0,9.0,2.5990124676589463,0.8527028109410915,1.0462577184685542,28.26108588084233,4.839176796809857,3.524126286466097,8826.399508509807,68.4253580903991,8.271962166886349,7.32481287013262,1.062886851839089,0.0227170234194871,82452.55649893092,0.9791486299269152,8826.399508509807,120.4,I294l1
24.0,1.0,1.4332268622206414,1.7193006676398397,1.1146271012927855,31.49735004570736,1.2920569239937618,4.025032474564761,9318.65293912034,51.23009876679973,7.157520434256526,5.784390402930068,0.8635691580463829,0.0397202553971061,82531.68911331437,0.8975525597440189,9318.65293912034,161.0,I294l1
25.0,11.0,1.7449416126661914,0.3645060376822245,2.016182847653176,29.49117621909319,3.0365520768696808,4.901768996392936,1885.9578117965184,15.738710830165026,3.96720440992962,2.9014735566100285,1.487593198485035,0.0272146789347354,10230.162039607269,0.9717369293791372,1885.9578117965184,64.89999999999999,I294l1
12.0,11.0,1.9251561377616928,2.880760455801504,0.1553835994938183,34.490190473929154,1.311296605579455,4.3646539186533095,9002.706158559457,49.0055585101985,7.000397025183536,6.191682364896462,0.7194775731311472,0.0207059858927886,71254.08207382861,0.9544883813116508,9002.706158559457,145.3,I294l1
93.0,8.0,2.6603021715347506,1.080265093575841,0.2539582094640412,25.12781362122456,6.0127216188994765,4.257510097109757,16449.10994830965,48.44389721607202,6.96016502793375,6.230723465268807,inf,0.0141603900132691,127891.88865043016,0.991886303751308,16449.10994830965,263.9,I294l1
1789.0,18.0,2.647188564554936,0.4579156971905843,2.075590708332133,20.2512139776802,4.11041531812171,4.083926670721587,5838.5625096170215,76.95682825722315,8.77250410414399,6.992290430679067,1.542984736573325,0.0270474879500292,64258.95159478133,0.972831623780095,5838.5625096170215,83.4,I294l1
3147.0,8.0,3.171169741549551,0.3095998494740805,0.6492358980768256,28.15786559355022,5.304638073250336,4.056881488140693,4874.056348173901,74.37414030039625,8.624044312293174,6.982888750965474,6.849085268602818,0.0328194121921688,51913.14992967658,0.9774518483819682,4874.056348173901,69.70000000000002,I294l1
12.0,11.0,1.9251561377616928,2.880760455801504,0.1553835994938183,34.490190473929154,1.311296605579455,4.3646539186533095,9002.706158559457,49.0055585101985,7.000397025183536,6.191682364896462,0.7194775731311472,0.0207059858927886,71254.08207382861,0.9544883813116508,9002.706158559457,145.3,I294l1
946.0,18.0,2.7239485273406707,1.962551681842828,1.4308128608342898,12.9583351651852,4.98855676759802,4.494407509659436,6221.466796621037,99.20461516463834,9.960151362536532,9.271932632818238,2.368527876234784,0.0664014806354333,66566.29677547232,0.8411140244869036,6221.466796621037,67.0,I294l1
209.0,31.0,2.062983898204888,0.3705162364672358,1.8369495820776809,33.88825374753824,3.9723480638631616,3.8127394445636353,202.93748998099807,3.138544643410078,1.7715938144535497,1.81194187483034,0.7771077806680105,0.0464568853752155,351.51700006192874,0.9424814765638192,202.93748998099807,11.1,I294l2
8.0,33.0,0.8238862677567717,3.218231162161658,1.3678781963965945,34.44736131121993,2.34948324007751,4.486102030888721,411.0417370190757,4.092437084944335,2.0229772823599217,1.556976276587408,0.6550308094335942,0.0378887610842796,1080.4033904253042,0.9381694649424658,411.0417370190757,26.3,I294l2
